month,region,category,sales,profit,result_type,profit_margin,source_year,sales_growth_assumption,margin_improvement_assumption,forecast_method
2023-05-01,South,Office Supplies,3415.776,1052.7679,Actual,0.308208,2023,,,Source actual
2023-05-01,South,Technology,2052.584,540.5823,Actual,0.263367,2023,,,Source actual
2023-05-01,West,Furniture,2389.632,2.1212,Actual,0.000888,2023,,,Source actual
2023-05-01,West,Office Supplies,1204.246,324.8319,Actual,0.269739,2023,,,Source actual
2023-05-01,West,Technology,3845.01,491.3909,Actual,0.1278,2023,,,Source actual
2023-06-01,Central,Furniture,4284.0466,325.2257,Actual,0.075916,2023,,,Source actual
2023-06-01,Central,Office Supplies,4669.892,987.4609,Actual,0.211453,2023,,,Source actual
2023-06-01,Central,Technology,692.36,-66.5648,Actual,-0.096142,2023,,,Source actual
2023-06-01,East,Furniture,3672.689,-367.7488,Actual,-0.100131,2023,,,Source actual
2023-06-01,East,Office Supplies,3466.982,627.7484,Actual,0.181065,2023,,,Source actual
2023-06-01,East,Technology,3693.837,743.3766,Actual,0.201248,2023,,,Source actual
2023-06-01,South,Furniture,1823.842,301.6862,Actual,0.165412,2023,,,Source actual
2023-06-01,South,Office Supplies,1105.729,252.463,Actual,0.228323,2023,,,Source actual
2023-06-01,South,Technology,1630.68,424.297,Actual,0.260196,2023,,,Source actual
2023-06-01,West,Furniture,3425.548,337.1522,Actual,0.098423,2023,,,Source actual
2023-06-01,West,Office Supplies,3784.786,1186.9953,Actual,0.313623,2023,,,Source actual
2023-06-01,West,Technology,2419.088,247.6677,Actual,0.102381,2023,,,Source actual
2023-07-01,Central,Furniture,2185.896,-273.114,Actual,-0.124944,2023,,,Source actual
2023-07-01,Central,Office Supplies,3446.512,-3816.9578,Actual,-1.107484,2023,,,Source actual
2023-07-01,Central,Technology,1108.166,34.738,Actual,0.031347,2023,,,Source actual
2023-07-01,East,Furniture,1386.67,239.0158,Actual,0.172367,2023,,,Source actual
2023-07-01,East,Office Supplies,527.262,164.9868,Actual,0.312912,2023,,,Source actual
2023-07-01,East,Technology,1654.214,443.1339,Actual,0.267882,2023,,,Source actual
2023-07-01,South,Furniture,456.214,61.9312,Actual,0.13575,2023,,,Source actual
2023-07-01,South,Office Supplies,317.016,122.9209,Actual,0.387744,2023,,,Source actual
2023-07-01,South,Technology,1055.89,235.1798,Actual,0.222731,2023,,,Source actual
2023-07-01,West,Furniture,6792.271,346.4137,Actual,0.051001,2023,,,Source actual
2023-07-01,West,Office Supplies,10830.418,1047.0329,Actual,0.096675,2023,,,Source actual
2023-07-01,West,Technology,4185.864,553.2362,Actual,0.132168,2023,,,Source actual
2023-08-01,Central,Furniture,964.482,58.544,Actual,0.0607,2023,,,Source actual
2023-08-01,Central,Office Supplies,1186.531,201.7774,Actual,0.170057,2023,,,Source actual
2023-08-01,Central,Technology,871.17,368.1054,Actual,0.422541,2023,,,Source actual
2023-08-01,East,Furniture,2010.402,77.6126,Actual,0.038606,2023,,,Source actual
2023-08-01,East,Office Supplies,2839.556,893.3932,Actual,0.314624,2023,,,Source actual
2023-08-01,East,Technology,741.36,277.9206,Actual,0.374879,2023,,,Source actual
2023-08-01,South,Furniture,2744.7625,524.4055,Actual,0.191057,2023,,,Source actual
2023-08-01,South,Office Supplies,2719.102,327.187,Actual,0.120329,2023,,,Source actual
2023-08-01,South,Technology,1592.742,475.3749,Actual,0.298463,2023,,,Source actual
2023-08-01,West,Furniture,1600.7,2.9096,Actual,0.001818,2023,,,Source actual
2023-08-01,West,Office Supplies,5643.143,1792.3631,Actual,0.317618,2023,,,Source actual
2023-08-01,West,Technology,6004.388,765.6317,Actual,0.127512,2023,,,Source actual
2023-09-01,Central,Furniture,6189.8278,-253.4921,Actual,-0.040953,2023,,,Source actual
2023-09-01,Central,Office Supplies,12488.706,3668.376,Actual,0.293735,2023,,,Source actual
2023-09-01,Central,Technology,15730.156,-1992.0867,Actual,-0.126641,2023,,,Source actual
2023-09-01,East,Furniture,10015.199,1164.5895,Actual,0.116282,2023,,,Source actual
2023-09-01,East,Office Supplies,8503.824,1072.9424,Actual,0.126172,2023,,,Source actual
2023-09-01,East,Technology,7666.844,2202.8122,Actual,0.287317,2023,,,Source actual
2023-09-01,South,Furniture,524.6,75.3157,Actual,0.143568,2023,,,Source actual
2023-09-01,South,Office Supplies,2335.74,947.8205,Actual,0.40579,2023,,,Source actual
2023-09-01,South,Technology,4314.995,-1368.17,Actual,-0.317073,2023,,,Source actual
2023-09-01,West,Furniture,7086.854,872.1845,Actual,0.123071,2023,,,Source actual
2023-09-01,West,Office Supplies,4158.276,1034.8221,Actual,0.248858,2023,,,Source actual
2023-09-01,West,Technology,3655.407,1168.5161,Actual,0.319668,2023,,,Source actual
2023-10-01,Central,Furniture,295.367,-90.7635,Actual,-0.307291,2023,,,Source actual
2023-10-01,Central,Office Supplies,1758.678,197.1815,Actual,0.112119,2023,,,Source actual
2023-10-01,Central,Technology,6911.712,1234.8234,Actual,0.178657,2023,,,Source actual
2023-10-01,East,Furniture,6843.236,-105.4456,Actual,-0.015409,2023,,,Source actual
2023-10-01,East,Office Supplies,1813.766,238.25,Actual,0.131357,2023,,,Source actual
2023-10-01,East,Technology,462.258,-44.3583,Actual,-0.09596,2023,,,Source actual
2023-10-01,South,Furniture,2225.354,199.088,Actual,0.089464,2023,,,Source actual
2023-10-01,South,Office Supplies,1147.018,82.6467,Actual,0.072054,2023,,,Source actual
2023-10-01,South,Technology,1441.382,372.0372,Actual,0.258111,2023,,,Source actual
2023-10-01,West,Furniture,3772.286,230.3332,Actual,0.061059,2023,,,Source actual
2023-10-01,West,Office Supplies,2578.926,625.2324,Actual,0.242439,2023,,,Source actual
2023-10-01,West,Technology,3163.356,530.1499,Actual,0.167591,2023,,,Source actual
2023-11-01,Central,Furniture,5189.9002,-239.7412,Actual,-0.046194,2023,,,Source actual
2023-11-01,Central,Office Supplies,6127.024,-611.4743,Actual,-0.0998,2023,,,Source actual
2023-11-01,Central,Technology,2740.644,57.0566,Actual,0.020819,2023,,,Source actual
2023-11-01,East,Furniture,8520.536,13.3841,Actual,0.001571,2023,,,Source actual
2023-11-01,East,Office Supplies,9871.389,2146.6804,Actual,0.217465,2023,,,Source actual
2023-11-01,East,Technology,15757.086,3502.3965,Actual,0.222274,2023,,,Source actual
2023-11-01,South,Furniture,2014.038,-217.4404,Actual,-0.107962,2023,,,Source actual
2023-11-01,South,Office Supplies,2868.265,1004.1863,Actual,0.350102,2023,,,Source actual
2023-11-01,South,Technology,2546.45,556.597,Actual,0.218578,2023,,,Source actual
2023-11-01,West,Furniture,6038.6385,216.7305,Actual,0.035891,2023,,,Source actual
2023-11-01,West,Office Supplies,7995.758,1872.5636,Actual,0.234195,2023,,,Source actual
2023-11-01,West,Technology,9157.228,1062.0166,Actual,0.115976,2023,,,Source actual
2023-12-01,Central,Furniture,5442.586,233.0964,Actual,0.042828,2023,,,Source actual
2023-12-01,Central,Office Supplies,2722.482,211.5323,Actual,0.077698,2023,,,Source actual
2023-12-01,Central,Technology,2470.498,443.2184,Actual,0.179404,2023,,,Source actual
2023-12-01,East,Furniture,8147.428,181.1518,Actual,0.022234,2023,,,Source actual
2023-12-01,East,Office Supplies,5698.102,1294.3755,Actual,0.227159,2023,,,Source actual
2023-12-01,East,Technology,13178.654,3894.7283,Actual,0.295533,2023,,,Source actual
2023-12-01,South,Furniture,6476.7,963.8252,Actual,0.148814,2023,,,Source actual
2023-12-01,South,Office Supplies,1331.575,212.6434,Actual,0.159693,2023,,,Source actual
2023-12-01,South,Technology,947.698,184.1032,Actual,0.194264,2023,,,Source actual
2023-12-01,West,Furniture,11581.0725,671.9918,Actual,0.058025,2023,,,Source actual
2023-12-01,West,Office Supplies,8515.191,410.6959,Actual,0.048231,2023,,,Source actual
2023-12-01,West,Technology,5496.322,853.2949,Actual,0.155248,2023,,,Source actual
2024-01-01,Central,Furniture,1962.2236,-754.7786,Actual,-0.384655,2024,,,Source actual
2024-01-01,Central,Office Supplies,149.888,67.2734,Actual,0.448824,2024,,,Source actual
2024-01-01,Central,Technology,398.4,84.66,Actual,0.2125,2024,,,Source actual
2024-01-01,East,Furniture,1717.72,-644.7936,Actual,-0.375378,2024,,,Source actual
2024-01-01,East,Office Supplies,724.636,201.3108,Actual,0.27781,2024,,,Source actual
2024-01-01,East,Technology,2516.478,-1098.7012,Actual,-0.436603,2024,,,Source actual
2024-01-01,South,Furniture,4489.864,-1793.1132,Actual,-0.399369,2024,,,Source actual
2024-01-01,South,Office Supplies,475.97,148.0315,Actual,0.31101,2024,,,Source actual
2024-01-01,West,Furniture,3635.314,205.9154,Actual,0.056643,2024,,,Source actual
2024-01-01,West,Office Supplies,471.446,178.3952,Actual,0.3784,2024,,,Source actual
2024-01-01,West,Technology,1919.976,215.9973,Actual,0.1125,2024,,,Source actual
2024-02-01,Central,Furniture,69.184,-19.512,Actual,-0.282031,2024,,,Source actual
2024-02-01,Central,Office Supplies,814.252,-88.7657,Actual,-0.109015,2024,,,Source actual
2024-02-01,Central,Technology,1644.15,439.2517,Actual,0.26716,2024,,,Source actual
2024-02-01,East,Furniture,2137.542,335.712,Actual,0.157055,2024,,,Source actual
2024-02-01,East,Office Supplies,3089.681,1389.11,Actual,0.449597,2024,,,Source actual
2024-02-01,East,Technology,1235.91,81.7655,Actual,0.066158,2024,,,Source actual
2024-02-01,South,Furniture,551.264,15.5664,Actual,0.028238,2024,,,Source actual
2024-02-01,South,Office Supplies,575.26,204.0049,Actual,0.354631,2024,,,Source actual
2024-02-01,South,Technology,29.99,2.999,Actual,0.1,2024,,,Source actual
2024-02-01,West,Furniture,376.384,63.1284,Actual,0.167723,2024,,,Source actual
2024-02-01,West,Office Supplies,888.874,309.7526,Actual,0.348478,2024,,,Source actual
2024-02-01,West,Technology,538.92,80.838,Actual,0.15,2024,,,Source actual
2024-03-01,Central,Furniture,4219.08,80.2536,Actual,0.019022,2024,,,Source actual
2024-03-01,Central,Office Supplies,916.806,-367.1098,Actual,-0.400423,2024,,,Source actual
2024-03-01,Central,Technology,1594.382,338.2703,Actual,0.212164,2024,,,Source actual
2024-03-01,East,Furniture,516.547,51.3817,Actual,0.099471,2024,,,Source actual
2024-03-01,East,Office Supplies,4002.708,1233.3785,Actual,0.308136,2024,,,Source actual
2024-03-01,East,Technology,1501.966,193.0327,Actual,0.12852,2024,,,Source actual
2024-03-01,South,Furniture,1204.208,136.5803,Actual,0.113419,2024,,,Source actual
2024-03-01,South,Office Supplies,8589.983,3728.708,Actual,0.434076,2024,,,Source actual
2024-03-01,South,Technology,527.904,117.5748,Actual,0.22272,2024,,,Source actual
2024-03-01,West,Furniture,7802.844,1381.5673,Actual,0.177059,2024,,,Source actual
2024-03-01,West,Office Supplies,2382.53,816.6615,Actual,0.342771,2024,,,Source actual
2024-03-01,West,Technology,6719.67,2220.3145,Actual,0.33042,2024,,,Source actual
2024-04-01,Central,Furniture,1723.783,-203.6054,Actual,-0.118115,2024,,,Source actual
2024-04-01,Central,Office Supplies,6692.142,393.6367,Actual,0.058821,2024,,,Source actual
2024-04-01,Central,Technology,3226.13,802.0295,Actual,0.248604,2024,,,Source actual
2024-04-01,East,Furniture,2476.044,92.4227,Actual,0.037327,2024,,,Source actual
2024-04-01,East,Office Supplies,2308.012,509.7859,Actual,0.220877,2024,,,Source actual
2024-04-01,East,Technology,2994.74,493.064,Actual,0.164643,2024,,,Source actual
2024-04-01,South,Furniture,3959.7195,465.1004,Actual,0.117458,2024,,,Source actual
2024-04-01,South,Office Supplies,324.554,-96.7126,Actual,-0.297986,2024,,,Source actual
2024-04-01,South,Technology,1434.06,398.9793,Actual,0.278217,2024,,,Source actual
2024-04-01,West,Furniture,2316.152,-15.2675,Actual,-0.006592,2024,,,Source actual
2024-04-01,West,Office Supplies,3233.85,670.6496,Actual,0.207384,2024,,,Source actual
2024-04-01,West,Technology,3506.022,677.4136,Actual,0.193214,2024,,,Source actual
2024-05-01,Central,Furniture,3920.219,486.2481,Actual,0.124036,2024,,,Source actual
2024-05-01,Central,Office Supplies,1771.934,196.8765,Actual,0.111108,2024,,,Source actual
2024-05-01,Central,Technology,2931.75,280.8051,Actual,0.095781,2024,,,Source actual
2024-05-01,East,Furniture,1519.478,-28.657,Actual,-0.01886,2024,,,Source actual
2024-05-01,East,Office Supplies,2834.9,637.2249,Actual,0.224779,2024,,,Source actual
2024-05-01,East,Technology,3242.306,1034.2376,Actual,0.318982,2024,,,Source actual
2024-05-01,South,Furniture,226.688,34.6912,Actual,0.153035,2024,,,Source actual
2024-05-01,South,Office Supplies,714.104,217.3306,Actual,0.30434,2024,,,Source actual
2024-05-01,South,Technology,1042.912,177.2296,Actual,0.169937,2024,,,Source actual
2024-05-01,West,Furniture,3752.4655,428.3564,Actual,0.114153,2024,,,Source actual
2024-05-01,West,Office Supplies,3864.158,669.3959,Actual,0.173232,2024,,,Source actual
2024-05-01,West,Technology,4426.032,543.3981,Actual,0.122773,2024,,,Source actual
2024-06-01,Central,Furniture,1069.181,-571.7475,Actual,-0.534753,2024,,,Source actual
2024-06-01,Central,Office Supplies,1015.99,-136.4235,Actual,-0.134276,2024,,,Source actual
2024-06-01,Central,Technology,1628.016,287.499,Actual,0.176595,2024,,,Source actual
2024-06-01,East,Furniture,2273.212,-183.0103,Actual,-0.080507,2024,,,Source actual
2024-06-01,East,Office Supplies,4647.832,1672.3294,Actual,0.359808,2024,,,Source actual
2024-06-01,East,Technology,521.944,140.446,Actual,0.269083,2024,,,Source actual
2024-06-01,South,Furniture,2439.296,45.8917,Actual,0.018814,2024,,,Source actual
2024-06-01,South,Office Supplies,4118.415,498.3514,Actual,0.121006,2024,,,Source actual
2024-06-01,South,Technology,1994.456,547.8749,Actual,0.274699,2024,,,Source actual
2024-06-01,West,Furniture,1932.49,296.2064,Actual,0.153277,2024,,,Source actual
2024-06-01,West,Office Supplies,865.51,161.1291,Actual,0.186167,2024,,,Source actual
2024-06-01,West,Technology,2290.95,577.0106,Actual,0.251865,2024,,,Source actual
2024-07-01,Central,Furniture,2636.159,-245.9559,Actual,-0.093301,2024,,,Source actual
2024-07-01,Central,Office Supplies,1232.304,-23.5017,Actual,-0.019071,2024,,,Source actual
2024-07-01,Central,Technology,3737.104,574.721,Actual,0.153788,2024,,,Source actual
2024-07-01,East,Furniture,5270.522,234.6414,Actual,0.04452,2024,,,Source actual
2024-07-01,East,Office Supplies,1945.9,677.7451,Actual,0.348294,2024,,,Source actual
2024-07-01,East,Technology,4656.242,1438.5976,Actual,0.308961,2024,,,Source actual
2024-07-01,South,Furniture,852.116,103.7154,Actual,0.121715,2024,,,Source actual
2024-07-01,South,Office Supplies,721.382,325.9483,Actual,0.451839,2024,,,Source actual
2024-07-01,South,Technology,623.77,178.4875,Actual,0.286143,2024,,,Source actual
2024-07-01,West,Furniture,4915.623,-417.4947,Actual,-0.084932,2024,,,Source actual
2024-07-01,West,Office Supplies,820.353,133.5912,Actual,0.162846,2024,,,Source actual
2024-07-01,West,Technology,1353.85,308.1531,Actual,0.227612,2024,,,Source actual
2024-08-01,Central,Furniture,2956.9992,-61.2456,Actual,-0.020712,2024,,,Source actual
2024-08-01,Central,Office Supplies,2198.032,88.2544,Actual,0.040152,2024,,,Source actual
2024-08-01,Central,Technology,4146.42,1004.5711,Actual,0.242274,2024,,,Source actual
2024-08-01,East,Furniture,2036.544,-434.7265,Actual,-0.213463,2024,,,Source actual
2024-08-01,East,Office Supplies,4877.672,911.6144,Actual,0.186895,2024,,,Source actual
2024-08-01,East,Technology,2708.228,451.018,Actual,0.166536,2024,,,Source actual
2024-08-01,South,Furniture,46.152,12.1149,Actual,0.2625,2024,,,Source actual
2024-08-01,South,Office Supplies,1043.788,359.0004,Actual,0.34394,2024,,,Source actual
2024-08-01,South,Technology,4494.81,1802.056,Actual,0.400919,2024,,,Source actual
2024-08-01,West,Furniture,4598.897,-3.6137,Actual,-0.000786,2024,,,Source actual
2024-08-01,West,Office Supplies,3774.288,865.7029,Actual,0.229369,2024,,,Source actual
2024-08-01,West,Technology,4175.174,376.8811,Actual,0.090267,2024,,,Source actual
2024-09-01,Central,Furniture,3573.406,781.1246,Actual,0.218594,2024,,,Source actual
2024-09-01,Central,Office Supplies,636.894,19.2639,Actual,0.030247,2024,,,Source actual
2024-09-01,Central,Technology,3368.22,762.953,Actual,0.226515,2024,,,Source actual
2024-09-01,East,Furniture,12308.458,-1340.5065,Actual,-0.108909,2024,,,Source actual
2024-09-01,East,Office Supplies,7615.355,1421.6024,Actual,0.186676,2024,,,Source actual
2024-09-01,East,Technology,9548.302,2441.5475,Actual,0.255705,2024,,,Source actual
2024-09-01,South,Furniture,4553.21,1156.2638,Actual,0.253945,2024,,,Source actual
2024-09-01,South,Office Supplies,4958.149,-542.4739,Actual,-0.109411,2024,,,Source actual
2024-09-01,South,Technology,4166.128,1069.0327,Actual,0.256601,2024,,,Source actual
2024-09-01,West,Furniture,5837.949,753.2366,Actual,0.129024,2024,,,Source actual
2024-09-01,West,Office Supplies,6126.497,1150.3537,Actual,0.187767,2024,,,Source actual
2024-09-01,West,Technology,1934.478,547.6273,Actual,0.283088,2024,,,Source actual
2024-10-01,Central,Furniture,3412.057,-544.9026,Actual,-0.159699,2024,,,Source actual
2024-10-01,Central,Office Supplies,719.125,-47.0864,Actual,-0.065477,2024,,,Source actual
2024-10-01,Central,Technology,2869.304,640.6478,Actual,0.223276,2024,,,Source actual
2024-10-01,East,Furniture,2126.692,211.9552,Actual,0.099664,2024,,,Source actual
2024-10-01,East,Office Supplies,604.904,220.693,Actual,0.36484,2024,,,Source actual
2024-10-01,East,Technology,3570.434,1027.6605,Actual,0.287825,2024,,,Source actual
2024-10-01,South,Furniture,1695.6675,-239.9929,Actual,-0.141533,2024,,,Source actual
2024-10-01,South,Office Supplies,2238.572,-241.2456,Actual,-0.107768,2024,,,Source actual
2024-10-01,South,Technology,151.488,11.1895,Actual,0.073864,2024,,,Source actual
2024-10-01,West,Furniture,4792.207,-32.576,Actual,-0.006798,2024,,,Source actual
2024-10-01,West,Office Supplies,5110.809,1158.5765,Actual,0.226691,2024,,,Source actual
2024-10-01,West,Technology,4115.874,653.047,Actual,0.158665,2024,,,Source actual
2024-11-01,Central,Furniture,6187.756,619.9781,Actual,0.100194,2024,,,Source actual
2024-11-01,Central,Office Supplies,7283.898,1249.4741,Actual,0.171539,2024,,,Source actual
2024-11-01,Central,Technology,5431.432,1392.1486,Actual,0.256313,2024,,,Source actual
2024-11-01,East,Furniture,15101.174,1924.9011,Actual,0.127467,2024,,,Source actual
2024-11-01,East,Office Supplies,6020.091,1212.6613,Actual,0.201436,2024,,,Source actual
2024-11-01,East,Technology,13603.496,4724.7536,Actual,0.347319,2024,,,Source actual
2024-11-01,South,Furniture,3139.5175,100.5546,Actual,0.032029,2024,,,Source actual
2024-11-01,South,Office Supplies,3922.91,-584.2984,Actual,-0.148945,2024,,,Source actual
2024-11-01,South,Technology,733.393,84.4294,Actual,0.115122,2024,,,Source actual
2024-11-01,West,Furniture,6452.385,346.5902,Actual,0.053715,2024,,,Source actual
2024-11-01,West,Office Supplies,3991.231,922.1919,Actual,0.231055,2024,,,Source actual
2024-11-01,West,Technology,4105.28,481.4039,Actual,0.117265,2024,,,Source actual
2024-12-01,Central,Furniture,3861.9992,203.1059,Actual,0.052591,2024,,,Source actual
2024-12-01,Central,Office Supplies,2030.126,428.1507,Actual,0.210899,2024,,,Source actual
2024-12-01,Central,Technology,10845.476,3560.2396,Actual,0.32827,2024,,,Source actual
2024-12-01,East,Furniture,6540.899,-265.0284,Actual,-0.040519,2024,,,Source actual
2024-12-01,East,Office Supplies,4306.018,990.8607,Actual,0.230111,2024,,,Source actual
2024-12-01,East,Technology,13968.834,-770.978,Actual,-0.055193,2024,,,Source actual
2024-12-01,South,Furniture,946.112,171.2338,Actual,0.180987,2024,,,Source actual
2024-12-01,South,Office Supplies,3570.208,-406.5426,Actual,-0.113871,2024,,,Source actual
2024-12-01,South,Technology,803.96,110.0329,Actual,0.136864,2024,,,Source actual
2024-12-01,West,Furniture,12196.893,342.057,Actual,0.028045,2024,,,Source actual
2024-12-01,West,Office Supplies,6448.274,1673.0147,Actual,0.259452,2024,,,Source actual
2024-12-01,West,Technology,10013.758,2056.9164,Actual,0.205409,2024,,,Source actual
2025-01-01,Central,Furniture,3807.906,208.1487,Actual,0.054662,2025,,,Source actual
2025-01-01,Central,Office Supplies,317.642,119.8491,Actual,0.377309,2025,,,Source actual
2025-01-01,Central,Technology,1816.608,146.0948,Actual,0.080422,2025,,,Source actual
2025-01-01,East,Furniture,1173.369,35.8317,Actual,0.030537,2025,,,Source actual
2025-01-01,East,Office Supplies,2595.028,527.7749,Actual,0.203379,2025,,,Source actual
2025-01-01,East,Technology,1379.53,326.6201,Actual,0.236762,2025,,,Source actual
2025-01-01,South,Furniture,781.184,-31.8112,Actual,-0.040722,2025,,,Source actual
2025-01-01,South,Office Supplies,1665.834,730.929,Actual,0.438777,2025,,,Source actual
2025-01-01,South,Technology,1635.408,208.3408,Actual,0.127394,2025,,,Source actual
2025-01-01,West,Furniture,1925.464,119.2215,Actual,0.061918,2025,,,Source actual
2025-01-01,West,Office Supplies,734.338,231.0282,Actual,0.314607,2025,,,Source actual
2025-01-01,West,Technology,998.02,293.9957,Actual,0.294579,2025,,,Source actual
2025-02-01,Central,Furniture,394.434,-87.053,Actual,-0.220704,2025,,,Source actual
2025-02-01,Central,Office Supplies,651.364,-56.2116,Actual,-0.086298,2025,,,Source actual
2025-02-01,Central,Technology,69.93,0.6993,Actual,0.01,2025,,,Source actual
2025-02-01,East,Furniture,1364.807,144.0364,Actual,0.105536,2025,,,Source actual
2025-02-01,East,Office Supplies,1564.584,364.5387,Actual,0.232994,2025,,,Source actual
2025-02-01,East,Technology,220.43,65.1106,Actual,0.29538,2025,,,Source actual
2025-02-01,South,Furniture,1594.214,309.129,Actual,0.193907,2025,,,Source actual
2025-02-01,South,Office Supplies,3451.284,773.6854,Actual,0.224173,2025,,,Source actual
2025-02-01,South,Technology,10567.606,3102.2466,Actual,0.293562,2025,,,Source actual
2025-02-01,West,Furniture,572.096,10.9228,Actual,0.019093,2025,,,Source actual
2025-02-01,West,Office Supplies,1127.118,247.9884,Actual,0.22002,2025,,,Source actual
2025-02-01,West,Technology,1400.948,129.4869,Actual,0.092428,2025,,,Source actual
2025-03-01,Central,Furniture,5019.511,-522.4796,Actual,-0.10409,2025,,,Source actual
2025-03-01,Central,Office Supplies,5030.656,-529.2528,Actual,-0.105206,2025,,,Source actual
2025-03-01,Central,Technology,3103.646,445.6921,Actual,0.143603,2025,,,Source actual
2025-03-01,East,Furniture,4587.313,-237.8237,Actual,-0.051844,2025,,,Source actual
2025-03-01,East,Office Supplies,3807.414,770.5529,Actual,0.202382,2025,,,Source actual
2025-03-01,East,Technology,8442.424,1812.6565,Actual,0.214708,2025,,,Source actual
2025-03-01,South,Furniture,643.652,31.5981,Actual,0.049092,2025,,,Source actual
2025-03-01,South,Office Supplies,2110.586,464.7531,Actual,0.220201,2025,,,Source actual
