budget_month,region,category,budget_sales,budget_profit,budget_method,actual_sales,actual_profit,sales_variance,profit_variance,sales_variance_pct,profit_variance_pct,profit_status
2026-02-01,South,Office Supplies,3727.39,872.85,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,1365.038,399.065,-2362.352,-473.785,-0.6337818151575231,-0.5428023142578908,Unfavorable
2026-02-01,South,Technology,11413.01,3464.56,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,29.16,8.4564,-11383.85,-3456.1036,-0.9974450210768238,-0.9975591705728866,Unfavorable
2026-02-01,West,Furniture,617.86,17.98,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,3099.307,150.02059999999997,2481.4469999999997,132.04059999999998,4.016196225682193,7.343748609566184,Favorable
2026-02-01,West,Office Supplies,1217.29,280.0,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,3136.576,848.0962,1919.286,568.0962,1.5766875600719632,2.028915,Favorable
2026-02-01,West,Technology,1513.02,154.98,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,3579.034,650.1131,2066.014,495.1331,1.3654902116297207,3.194819331526649,Favorable
2026-03-01,Central,Furniture,5421.07,-510.07,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,7286.7988000000005,641.7256000000001,1865.7288000000008,1151.7956000000001,0.34416246239211096,-2.2581128080459547,Favorable
2026-03-01,Central,Office Supplies,5433.11,-517.26,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,3236.214,347.29449999999997,-2196.8959999999997,864.5545,-0.4043533077740005,-1.671411862506283,Favorable
2026-03-01,Central,Technology,3351.94,514.87,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,4981.566,1065.6241,1629.6259999999997,550.7541,0.48617397686116093,1.0696954571056771,Favorable
2026-03-01,East,Furniture,4954.3,-207.31,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,1811.856,109.45360000000001,-3142.4440000000004,316.7636,-0.634286175645399,-1.5279706719405721,Favorable
2026-03-01,East,Office Supplies,4112.01,873.32,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2637.156,772.7857,-1474.8540000000003,-100.53430000000003,-0.35866984759278314,-0.11511736820409475,Unfavorable
2026-03-01,East,Technology,9117.82,2048.85,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,3864.172,372.3681,-5253.647999999999,-1676.4818999999998,-0.5761956257087768,-0.8182550699172706,Unfavorable
2026-03-01,South,Furniture,695.14,41.08,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,353.1,84.04,-342.03999999999996,42.96000000000001,-0.4920447679604108,1.0457643622200588,Favorable
2026-03-01,South,Office Supplies,2279.43,524.73,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2059.42,479.5158,-220.00999999999976,-45.214200000000005,-0.09651974397108039,-0.08616659996569664,Unfavorable
2026-03-01,South,Technology,1602.65,88.66,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,4231.2,1830.5183000000002,2628.5499999999997,1741.8583,1.6401272891772998,19.646495601173022,Favorable
2026-03-01,West,Furniture,4175.07,332.65,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2917.234,323.30150000000003,-1257.8359999999998,-9.348499999999945,-0.30127303254795723,-0.028103111378325402,Unfavorable
2026-03-01,West,Office Supplies,6910.14,452.88,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,6998.08,1219.8984,87.9399999999996,767.0184,0.012726225517862098,1.6936459989401167,Favorable
2026-03-01,West,Technology,9220.87,934.86,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,20351.683999999997,7766.5654,11130.813999999997,6831.705400000001,1.2071327325946462,7.307730997154655,Favorable
2026-04-01,Central,Furniture,2412.53,242.53,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,1179.1316,30.997100000000003,-1233.3984000000003,-211.53289999999998,-0.5112468653239546,-0.8721927184265863,Unfavorable
2026-04-01,Central,Office Supplies,3647.67,-2098.93,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,1521.1,-39.055,-2126.57,2059.875,-0.5829940756702224,-0.9813929001920026,Favorable
2026-04-01,Central,Technology,1999.13,485.18,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,682.892,132.6421,-1316.238,-352.53790000000004,-0.658405406351763,-0.726612597386537,Unfavorable
2026-04-01,East,Furniture,3345.15,519.1,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2745.156,225.77660000000003,-599.9940000000001,-293.3234,-0.17936236043226764,-0.5650614525139664,Unfavorable
2026-04-01,East,Office Supplies,4314.89,461.02,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,6328.458,1069.7082,2013.5679999999993,608.6882,0.46665569690073194,1.3203075788469048,Favorable
2026-04-01,East,Technology,11607.12,3034.12,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,1157.292,-95.975,-10449.828000000001,-3130.095,-0.9002946467340737,-1.0316319064506347,Unfavorable
2026-04-01,South,Furniture,1040.61,247.58,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2846.9925,-320.5257,1806.3825,-568.1057,1.7358880848732956,-2.2946348654980206,Unfavorable
2026-04-01,South,Office Supplies,1133.99,64.66,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,4553.8769999999995,1442.9978000000003,3419.8869999999997,1378.3378000000002,3.015799962962636,21.316699659758743,Favorable
2026-04-01,South,Technology,1028.37,180.77,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2046.884,234.1787,1018.5140000000001,53.40869999999998,0.9904159008917026,0.29545112573989035,Favorable
2026-04-01,West,Furniture,7556.21,-456.69,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2552.178,290.45439999999996,-5004.032,747.1443999999999,-0.6622409911847341,-1.6359990365455777,Favorable
2026-04-01,West,Office Supplies,2402.69,499.72,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2668.756,896.9505,266.0659999999998,397.2305,0.11073671593089404,0.7949061474425678,Favorable
2026-04-01,West,Technology,1447.12,471.29,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,8496.319000000001,-2910.6197,7049.199000000001,-3381.9097,4.871191746365196,-7.175857115576397,Unfavorable
2026-05-01,Central,Furniture,4979.8,523.45,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,4559.9662,398.53940000000006,-419.83380000000034,-124.91059999999999,-0.08430736174143547,-0.23862947750501476,Unfavorable
2026-05-01,Central,Office Supplies,4673.7,823.05,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,5555.784,1082.3155,882.0839999999998,259.2655,0.18873355157583924,0.3150057712168155,Favorable
2026-05-01,Central,Technology,3029.99,267.33,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,1473.104,284.3367,-1556.8859999999997,17.006700000000023,-0.5138254581698289,0.06361687801593545,Favorable
2026-05-01,East,Furniture,1777.91,377.58,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2419.448,-71.51979999999999,641.5379999999998,-449.09979999999996,0.3608382876523557,-1.189416282642089,Unfavorable
2026-05-01,East,Office Supplies,4681.43,700.67,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2244.503,523.4261,-2436.927,-177.24389999999994,-0.5205518399292524,-0.2529634492699844,Unfavorable
2026-05-01,East,Technology,17996.6,2996.49,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,1481.3380000000002,404.44780000000003,-16515.262,-2592.0422,-0.9176878966026917,-0.8650261472589597,Unfavorable
2026-05-01,South,Furniture,4300.6,522.79,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,7056.576,37.14340000000003,2755.9759999999997,-485.6465999999999,0.6408352322931683,-0.9289515866791637,Unfavorable
2026-05-01,South,Office Supplies,3535.49,843.97,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2084.355,681.0355,-1451.1349999999998,-162.93450000000007,-0.41044805670501117,-0.19305721767361406,Unfavorable
2026-05-01,South,Technology,5080.96,1213.02,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,1802.81,364.5579,-3278.15,-848.4621,-0.6451831937271697,-0.6994625809961913,Unfavorable
2026-05-01,West,Furniture,5314.19,729.3,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,3446.82,-530.8715,-1867.3699999999994,-1260.1715,-0.3513931568122328,-1.72791923762512,Unfavorable
2026-05-01,West,Office Supplies,1203.83,359.3,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,3878.242,879.3888999999999,2674.4120000000003,520.0889,2.2215861043502825,1.4475059838575006,Favorable
2026-05-01,West,Technology,5031.76,629.95,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,9152.536,2247.0072999999998,4120.776,1617.0572999999997,0.8189532092150659,2.566961346138582,Favorable
2026-06-01,Central,Furniture,2613.37,-471.41,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,5340.7652,109.19400000000002,2727.3952,580.604,1.0436314796603618,-1.2316327612905964,Favorable
2026-06-01,Central,Office Supplies,1533.3,321.7,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,4775.696,649.8400999999999,3242.3959999999997,328.1400999999999,2.1146520576534273,1.02001896176562,Favorable
2026-06-01,Central,Technology,2930.74,425.61,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2850.3,450.46229999999997,-80.4399999999996,24.852299999999957,-0.027446992909640436,0.058392190033128816,Favorable
2026-06-01,East,Furniture,3156.87,-197.62,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,4832.552,10.89390000000003,1675.6819999999998,208.51390000000004,0.5308048795167365,-1.0551254933711165,Favorable
2026-06-01,East,Office Supplies,7478.38,1526.6,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,4353.853,1028.8007,-3124.527,-497.7992999999999,-0.41780800119812045,-0.32608364994104544,Unfavorable
2026-06-01,East,Technology,2681.16,720.64,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,6049.172,2085.3001999999997,3368.0119999999997,1364.6601999999998,1.2561771770427725,1.8936781194493781,Favorable
2026-06-01,South,Furniture,1368.21,328.37,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2301.988,192.574,933.7779999999998,-135.796,0.682481490414483,-0.4135456954045741,Unfavorable
2026-06-01,South,Office Supplies,774.66,194.54,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2497.754,425.1397,1723.094,230.5997,2.2243229287687503,1.185358795106405,Favorable
2026-06-01,South,Technology,1589.49,255.76,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,4134.178,514.8484,2544.688,259.0884,1.6009462154527554,1.0130137629027212,Favorable
2026-06-01,West,Furniture,7150.95,435.48,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,6533.2815,592.3337,-617.6684999999998,156.8537,-0.08637572630209969,0.36018577202167723,Favorable
2026-06-01,West,Office Supplies,2454.46,867.78,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,5359.088,1298.4366,2904.6279999999997,430.6566,1.1834081630990114,0.4962739403996405,Favorable
2026-06-01,West,Technology,10480.53,1355.09,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,4027.4500000000003,888.7470999999999,-6453.08,-466.3429,-0.6157207698465631,-0.34414164372846084,Unfavorable
2026-07-01,Central,Furniture,2158.25,-276.12,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2964.6240000000003,-248.88259999999997,806.3740000000003,27.237400000000036,0.3736240009266768,-0.09864334347385208,Favorable
2026-07-01,Central,Office Supplies,5652.32,776.54,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,4215.128,753.9513999999999,-1437.192,-22.588600000000042,-0.2542658589747219,-0.029088778427383062,Unfavorable
2026-07-01,Central,Technology,2917.08,614.52,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2418.284,576.6015,-498.7959999999998,-37.918499999999995,-0.17099153948469012,-0.06170425698105838,Unfavorable
2026-07-01,East,Furniture,1752.52,98.24,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2821.529,128.656,1069.009,30.41600000000001,0.6099839088854906,0.3096091205211728,Favorable
2026-07-01,East,Office Supplies,3999.65,-404.53,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,3226.86,831.6523,-772.79,1236.1823,-0.19321440626054778,-3.0558482683608137,Favorable
2026-07-01,East,Technology,3453.96,83.78,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,6273.434,157.8154,2819.474,74.03540000000001,0.8163018680007875,0.8836882310814038,Favorable
2026-07-01,South,Furniture,3971.2,737.48,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2002.886,295.2547,-1968.3139999999999,-442.2253,-0.495647159548751,-0.5996437869501545,Unfavorable
2026-07-01,South,Office Supplies,1826.24,407.31,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,651.858,129.996,-1174.382,-277.31399999999996,-0.6430600578237253,-0.6808426014583486,Unfavorable
2026-07-01,South,Technology,1289.97,-24.38,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,647.354,152.7017,-642.616,177.08169999999998,-0.4981635231827097,-7.263400328137817,Favorable
2026-07-01,West,Furniture,6283.45,707.94,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,4686.863,224.16629999999998,-1596.5869999999995,-483.7737000000001,-0.2540940088645568,-0.6833540978048988,Unfavorable
2026-07-01,West,Office Supplies,3550.38,718.15,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2209.822,826.9948,-1340.558,108.84480000000008,-0.3775815546504881,0.15156276543897526,Favorable
2026-07-01,West,Technology,6669.52,1921.0,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,13870.854,3177.5937,7201.333999999999,1256.5937,1.0797379721479206,0.6541351900052056,Favorable
2026-08-01,Central,Furniture,2061.06,46.98,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,461.00800000000004,-79.4194,-1600.052,-126.39939999999999,-0.7763248037417639,-2.690493827160494,Unfavorable
2026-08-01,Central,Office Supplies,1976.3,-137.97,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2344.942,433.80989999999997,368.64200000000005,571.7799,0.186531397055103,-4.14423352902805,Favorable
2026-08-01,Central,Technology,3503.79,377.97,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,3447.044,176.9821,-56.746000000000095,-200.98790000000002,-0.016195605330228152,-0.531756224038945,Unfavorable
2026-08-01,East,Furniture,3455.84,-746.42,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,8848.094,-544.115,5392.253999999999,202.30499999999995,1.5603309180980598,-0.271033734358672,Favorable
2026-08-01,East,Office Supplies,5546.57,1524.16,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,10565.344,2597.1322999999998,5018.773999999999,1072.9722999999997,0.9048428127653666,0.7039761573588073,Favorable
2026-08-01,East,Technology,1653.3,49.13,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,2353.898,577.0186,700.5980000000002,527.8886,0.4237573338172142,10.744730307347853,Favorable
2026-08-01,South,Furniture,1170.64,-145.87,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,1485.9560000000001,304.05240000000003,315.31600000000003,449.92240000000004,0.269353516025422,-3.084406663467471,Favorable
2026-08-01,South,Office Supplies,1235.28,258.99,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,3298.146,-736.272,2062.866,-995.2620000000001,1.6699582280940355,-3.8428587976369744,Unfavorable
2026-08-01,South,Technology,888.09,106.24,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,5587.432,613.3575,4699.342,507.11749999999995,5.291515499555224,4.77331984186747,Favorable
2026-08-01,West,Furniture,6794.35,446.45,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,4646.816,641.721,-2147.5340000000006,195.27100000000002,-0.31607644587046596,0.4373860454698175,Favorable
2026-08-01,West,Office Supplies,1567.93,493.47,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,14860.289999999999,4220.3045,13292.359999999999,3726.8345,8.477648874630882,7.5523020649684875,Favorable
2026-08-01,West,Technology,4401.0,572.31,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,6230.7880000000005,1283.5003000000002,1829.7880000000005,711.1903000000002,0.41576641672347203,1.2426662123674237,Favorable
2026-09-01,Central,Furniture,9648.13,-837.81,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,5034.307,-553.4614,-4613.822999999999,284.3485999999999,-0.4782090415448382,-0.3393950895787827,Favorable
2026-09-01,Central,Office Supplies,4655.31,-260.5,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,4572.416,-312.9779,-82.89400000000023,-52.47789999999998,-0.01780633298319558,0.2014506717850287,Unfavorable
2026-09-01,Central,Technology,4600.02,678.67,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,7736.273999999999,1996.9054,3136.253999999999,1318.2354,0.6817913835157235,1.9423805384060002,Favorable
2026-09-01,East,Furniture,6510.58,757.05,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,10993.651,1420.5381,4483.071,663.4881,0.688582430443985,0.8764125222904697,Favorable
2026-09-01,East,Office Supplies,12688.7,2538.92,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,8812.252,-353.88560000000007,-3876.4480000000003,-2892.8056,-0.3055039523355427,-1.1393843051376176,Unfavorable
2026-09-01,East,Technology,2735.69,368.21,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,12739.645,1476.6906000000001,10003.955,1108.4806,3.656830635050024,3.0104576192933385,Favorable
2026-09-01,South,Furniture,4947.59,603.62,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,1309.2,153.84980000000002,-3638.3900000000003,-449.7702,-0.7353863193999504,-0.7451214340147775,Unfavorable
2026-09-01,South,Office Supplies,3017.07,575.1,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,7391.076,2022.3802,4374.005999999999,1447.2802000000001,1.4497529059650585,2.516571378890628,Favorable
2026-09-01,South,Technology,5020.67,1594.59,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,1500.244,307.6314,-3520.4260000000004,-1286.9586,-0.7011864950295479,-0.807078057682539,Unfavorable
2026-09-01,West,Furniture,8406.69,552.67,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,11759.478000000001,536.3072,3352.7880000000005,-16.362799999999993,0.3988237939069955,-0.029606817811714033,Unfavorable
2026-09-01,West,Office Supplies,4815.24,1432.59,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,11170.548999999999,3515.0448,6355.308999999999,2082.4548000000004,1.319832240968259,1.453629300776915,Favorable
2026-09-01,West,Technology,12357.7,2910.65,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,5045.44,841.7798,-7312.260000000001,-2068.8702000000003,-0.5917169052493587,-0.7107931905244533,Unfavorable
2026-10-01,Central,Furniture,909.11,-114.0,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,3364.6982000000003,-727.8726,2455.5882,-613.8726,2.701090297103761,5.3848473684210525,Unfavorable
2026-10-01,Central,Office Supplies,5137.61,1755.27,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,4644.742,667.9262,-492.8679999999995,-1087.3438,-0.09593332308213343,-0.619473813145556,Unfavorable
2026-10-01,Central,Technology,21999.94,10272.36,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,4143.286,624.9371,-17856.654,-9647.422900000001,-0.8116683045499214,-0.9391632399954831,Unfavorable
2026-10-01,East,Furniture,5775.5,248.08,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,5813.17,163.90340000000003,37.67000000000007,-84.17659999999998,0.0065223790148039255,-0.3393123186069009,Unfavorable
2026-10-01,East,Office Supplies,3098.15,779.68,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,3593.284,715.9787,495.134,-63.70129999999995,0.15981601923728678,-0.08170185204186327,Unfavorable
2026-10-01,East,Technology,7397.06,3111.08,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,22939.794,6759.8615,15542.734,3648.7815,2.1012042622339147,1.1728343533435335,Favorable
2026-10-01,South,Furniture,894.99,206.33,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,7142.368,-1510.1113,6247.378000000001,-1716.4413,6.980388607693941,-8.31891290650899,Unfavorable
2026-10-01,South,Office Supplies,1336.2,97.89,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,3873.8070000000002,-863.5865000000001,2537.607,-961.4765000000001,1.8991221374045801,-9.82200939830422,Unfavorable
2026-10-01,South,Technology,1187.27,143.75,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,1120.7759999999998,130.4628,-66.49400000000014,-13.287200000000013,-0.05600579480657318,-0.092432695652174,Unfavorable
2026-10-01,West,Furniture,5260.06,-371.48,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,5925.462,-418.67560000000003,665.402,-47.19560000000001,0.1265008383934784,0.1270474857327447,Unfavorable
2026-10-01,West,Office Supplies,8142.83,2613.44,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,16222.213,4864.9914,8079.383,2251.5514,0.992208237185352,0.861527871311375,Favorable
2026-10-01,West,Technology,3478.78,-538.84,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,4691.183,262.71610000000004,1212.4029999999998,801.5561,0.3485138468083638,-1.487558644495583,Favorable
2026-11-01,Central,Furniture,8841.63,-107.99,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,5068.496,-518.3203,-3773.133999999999,-410.33029999999997,-0.42674642571562027,3.799706454301324,Unfavorable
2026-11-01,Central,Office Supplies,4744.51,922.91,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,6016.676,-1839.8231,1272.1660000000002,-2762.7331,0.268134327886336,-2.9935021833114823,Unfavorable
2026-11-01,Central,Technology,4677.0,956.11,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,4069.806,839.548,-607.194,-116.56200000000001,-0.12982552918537524,-0.12191275062492811,Unfavorable
2026-11-01,East,Furniture,7141.97,78.24,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,10882.994,263.40039999999993,3741.0240000000003,185.16039999999992,0.523808417005392,2.366569529652351,Favorable
2026-11-01,East,Office Supplies,4813.44,672.86,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,12173.101999999999,2939.9453,7359.661999999999,2267.0852999999997,1.528981767717059,3.369326903070475,Favorable
2026-11-01,East,Technology,12865.24,-5732.51,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,22584.222999999998,6188.9111,9718.982999999998,11921.4211,0.7554451374401098,-2.0796162762908392,Favorable
2026-11-01,South,Furniture,6302.07,94.86,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,6950.546,-119.17160000000001,648.4760000000006,-214.03160000000003,0.10289888877781436,-2.2562892683955305,Unfavorable
2026-11-01,South,Office Supplies,4568.61,820.84,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,6310.291,939.907,1741.6810000000005,119.06700000000001,0.3812277694966304,0.14505506554261488,Favorable
2026-11-01,South,Technology,5973.6,2428.24,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,15456.583999999999,-2445.5428,9482.983999999999,-4873.7828,1.5874822552564614,-2.0071256547952427,Unfavorable
2026-11-01,West,Furniture,12040.65,1163.55,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,14154.679,780.1552,2114.0290000000005,-383.3947999999999,0.17557432530635808,-0.32950436165184127,Unfavorable
2026-11-01,West,Office Supplies,7999.7,2866.53,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,6978.948,1571.0737,-1020.7519999999995,-1295.4563000000003,-0.12759878495443572,-0.45192490572224964,Unfavorable
2026-11-01,West,Technology,5796.5,1026.33,Prior-year actual + 8% sales growth; prior margin + 1 percentage point,7808.16,1092.0208,2011.6599999999999,65.69080000000008,0.3470473561632019,0.06400553428234591,Favorable
